,word,img,n_features,wf
2348,stew,5.7,4.0,51.0
2349,stick,5.9,6.0,973.0
2350,stiff,3.7,8.0,621.0
2351,stile,2.0,8.0,1.0
2352,still,2.8,10.0,29791.0
2353,stilt,4.3,10.0,0.0
2354,sting,5.0,8.0,180.0
2355,stink,3.9,5.0,28.0
2356,stint,2.4,5.0,232.0
2357,stir,4.5,5.0,342.0
2358,stitch,5.3,4.0,19.0
2359,stock,3.8,4.0,85270.0
2360,stoke,2.8,5.0,26.0
2361,stole,3.6,6.0,147.0
2362,stone,6.6,5.0,1280.0
2363,stood,4.3,7.0,2098.0
2364,stool,6.1,9.0,46.0
2365,stoop,3.9,7.0,38.0
2366,stop,4.5,2.0,4719.0
2367,store,5.8,14.0,5098.0
2368,stork,5.7,30.0,15.0
2369,storm,6.2,4.0,631.0
2370,stout,3.6,6.0,83.0
2371,stove,6.9,9.0,62.0
2372,stow,2.3,7.0,3.0
2373,straight,4.1,6.0,1253.0
2374,strain,3.7,4.0,503.0
2375,strand,4.7,5.0,48.0
2376,strange,2.7,5.0,638.0
2377,strap,5.5,7.0,40.0
2378,straw,6.5,8.0,201.0
2379,stray,4.0,6.0,94.0
2380,streak,4.2,5.0,190.0
2381,stream,6.4,7.0,528.0
2382,street,6.3,14.0,12658.0
2383,strength,3.4,4.0,4145.0
2384,stress,3.4,7.0,1136.0
2385,stretch,4.5,4.0,513.0
2386,strict,2.7,4.0,639.0
2387,stride,4.2,8.0,166.0
2388,strife,2.7,2.0,227.0
2389,strike,4.6,6.0,5301.0
2390,string,6.2,7.0,846.0
2391,strip,4.8,3.0,852.0
2392,stripe,6.0,6.0,45.0
2393,strive,3.1,3.0,100.0
2394,stroke,4.5,7.0,305.0
2395,stroll,4.5,5.0,80.0
2396,strong,4.0,5.0,14963.0
2397,strove,2.6,4.0,14.0
2398,struck,3.8,7.0,1291.0
2399,strum,3.5,3.0,12.0
2400,strut,4.0,6.0,23.0
2401,stub,4.5,9.0,93.0
2402,stuck,3.2,7.0,748.0
2403,stud,4.9,13.0,39.0
2404,stuff,3.6,5.0,1095.0
2405,stump,5.8,4.0,115.0
2406,stun,3.1,5.0,6.0
2407,stung,4.4,9.0,146.0
2408,stunt,3.7,5.0,124.0
2409,sty,2.5,6.0,1.0
2410,style,3.3,8.0,3041.0
2411,suave,2.9,7.0,46.0
2412,such,1.7,4.0,48773.0
2413,suck,4.4,6.0,43.0
2414,suds,5.8,10.0,8.0
2415,sue,3.6,11.0,850.0
2416,suede,5.2,8.0,20.0
2417,suit,5.5,22.0,9756.0
2418,suite,5.2,6.0,296.0
2419,sulk,3.1,6.0,4.0
2420,sum,3.4,2.0,1008.0
2421,sun,6.9,6.0,3120.0
2422,sung,3.3,8.0,211.0
2423,sunk,3.5,6.0,171.0
2424,sup,1.7,6.0,7.0
2425,sure,2.2,6.0,4946.0
2426,surf,6.1,6.0,114.0
2427,surge,3.3,4.0,2644.0
2428,swab,5.2,5.0,21.0
2429,swam,4.4,5.0,20.0
2430,swamp,6.0,6.0,106.0
2431,swan,6.3,30.0,108.0
2432,swank,2.4,7.0,66.0
2433,swap,2.9,5.0,1933.0
2434,swarm,4.8,6.0,32.0
2435,swat,4.5,6.0,26.0
2436,swath,2.0,6.0,52.0
2437,sway,3.8,4.0,178.0
2438,swear,3.0,5.0,68.0
2439,sweat,5.8,7.0,212.0
2440,sweep,5.0,4.0,340.0
2441,sweet,4.0,7.0,516.0
2442,swell,3.9,5.0,159.0
2443,swept,4.4,5.0,494.0
2444,swerve,5.0,6.0,12.0
2445,swift,3.3,7.0,433.0
2446,swig,3.9,9.0,11.0
2447,swim,5.6,4.0,120.0
2448,swing,5.8,4.0,722.0
2449,swipe,3.6,7.0,51.0
2450,swirl,4.3,7.0,59.0
2451,swish,3.1,7.0,2.0
2452,switch,4.3,8.0,1474.0
2453,swoon,3.2,5.0,32.0
2454,swoop,3.5,7.0,45.0
2455,sword,6.8,10.0,136.0
2456,swore,3.0,6.0,27.0
2457,swung,4.2,5.0,305.0
2458,sync,2.2,6.0,36.0
2459,tab,3.9,16.0,212.0
2460,tack,5.3,7.0,186.0
2461,tact,2.4,5.0,22.0
2462,tag,4.5,6.0,467.0
2463,tail,6.5,8.0,256.0
2464,taint,3.1,3.0,52.0
2465,take,2.8,4.0,23148.0
2466,talc,3.1,6.0,22.0
2467,tale,3.6,8.0,508.0
2468,talk,4.7,6.0,4653.0
2469,tall,5.1,8.0,496.0
2470,tame,3.1,6.0,93.0
2471,tan,5.2,4.0,288.0
2472,tank,5.9,8.0,1037.0
2473,tap,4.2,7.0,546.0
2474,tape,6.1,4.0,1377.0
2475,taps,3.9,8.0,83.0
2476,tar,5.5,6.0,139.0
2477,tart,4.1,8.0,17.0
2478,task,3.2,4.0,2701.0
2479,taste,4.0,7.0,865.0
2480,taught,3.4,8.0,670.0
2481,taunt,2.9,3.0,23.0
2482,taut,2.3,7.0,30.0
2483,tax,4.2,5.0,33082.0
2484,tea,6.4,5.0,484.0
2485,teach,3.7,7.0,637.0
2486,teal,5.1,7.0,4.0
2487,team,5.0,6.0,4774.0
2488,tear,5.7,5.0,346.0
2489,tease,3.8,6.0,29.0
2490,tee,4.2,7.0,48.0
2491,teem,1.7,5.0,4.0
2492,teeth,6.7,19.0,410.0
2493,tell,2.5,5.0,3809.0
2494,tempt,2.8,9.0,61.0
2495,tend,2.1,5.0,2120.0
2496,tense,2.6,7.0,218.0
2497,tent,6.6,9.0,147.0
2498,term,3.3,8.0,19735.0
2499,test,5.3,5.0,6177.0
2500,text,5.1,8.0,555.0
2501,than,1.6,7.0,92330.0
2502,thank,2.7,5.0,319.0
2503,that,2.0,8.0,474749.0
2504,thaw,3.3,6.0,65.0
2505,the,1.3,8.0,2645810.0
2506,theft,3.4,6.0,456.0
2507,their,1.9,9.0,95415.0
2508,them,2.5,9.0,36879.0
2509,theme,3.1,6.0,1202.0
2510,then,1.5,10.0,22081.0
2511,thence,1.7,11.0,11.0
2512,these,1.6,7.0,29036.0
2513,they,2.3,8.0,113452.0
2514,thick,3.7,6.0,396.0
2515,thief,5.3,10.0,83.0
2516,thieve,4.7,5.0,0.0
2517,thigh,6.2,20.0,29.0
2518,thin,4.9,5.0,1396.0
2519,thing,2.6,3.0,6041.0
2520,think,2.6,4.0,15989.0
2521,thirst,3.0,4.0,50.0
2522,this,1.8,8.0,121072.0
2523,thong,6.2,8.0,5.0
2524,thorn,6.4,3.0,194.0
2525,those,1.7,8.0,30828.0
2526,thought,3.1,5.0,5931.0
2527,thrash,3.1,6.0,22.0
2528,thread,6.0,7.0,116.0
2529,threat,3.2,4.0,3078.0
2530,thresh,2.2,5.0,1.0
2531,threw,4.0,7.0,579.0
2532,thrice,2.7,13.0,24.0
2533,thrift,3.0,13.0,4398.0
2534,thrill,3.3,5.0,115.0
2535,thrive,2.9,7.0,133.0
2536,throat,6.4,8.0,184.0
2537,throb,3.9,6.0,7.0
2538,throne,6.1,13.0,58.0
2539,throng,2.4,4.0,48.0
2540,through,1.9,8.0,30152.0
2541,throw,4.3,6.0,852.0
2542,thrush,3.1,6.0,10.0
2543,thrust,4.0,,219.0
2544,thrust,4.0,,219.0
2545,thud,3.3,5.0,19.0
2546,thug,4.9,11.0,15.0
2547,thumb,6.7,10.0,152.0
2548,thump,3.7,5.0,14.0
2549,thus,1.6,7.0,6180.0
2550,thwart,1.8,6.0,546.0
2551,thyme,2.1,13.0,4.0
2552,tic,3.8,7.0,10.0
2553,tick,5.8,7.0,71.0
2554,tide,5.3,8.0,405.0
2555,tie,6.4,6.0,1006.0
2556,tier,3.1,3.0,478.0
2557,tight,4.3,7.0,1508.0
2558,tights,6.1,10.0,19.0
2559,tile,5.3,6.0,89.0
2560,tilt,4.1,7.0,205.0
2561,time,4.2,4.0,46569.0
2562,tin,5.9,7.0,281.0
2563,tinge,2.0,6.0,20.0
2564,tint,4.6,6.0,18.0
2565,tip,4.2,7.0,537.0
2566,tire,6.2,8.0,2184.0
2567,tit,5.0,9.0,21.0
2568,to,1.4,8.0,1200570.0
2569,toad,6.8,19.0,9.0
2570,toast,6.5,10.0,73.0
2571,toe,6.7,10.0,146.0
2572,toil,2.9,4.0,40.0
2573,told,2.4,6.0,10996.0
2574,toll,3.9,10.0,743.0
2575,tomb,6.4,10.0,85.0
2576,ton,3.6,7.0,1014.0
2577,tone,3.0,7.0,978.0
2578,tongue,6.5,8.0,232.0
2579,too,1.3,7.0,19514.0
2580,took,2.4,5.0,10190.0
2581,tool,6.0,6.0,1485.0
2582,toot,3.3,8.0,10.0
2583,tooth,6.8,18.0,132.0
2584,top,4.8,5.0,13174.0
2585,torch,6.2,8.0,60.0
2586,tort,1.7,3.0,286.0
2587,toss,4.4,8.0,92.0
2588,tot,3.2,12.0,8.0
2589,tote,4.2,6.0,31.0
2590,touch,4.2,4.0,1041.0
2591,tough,3.8,7.0,3456.0
2592,tour,3.9,8.0,1210.0
2593,tow,4.3,6.0,141.0
2594,town,5.9,12.0,3207.0
2595,toy,6.8,4.0,1254.0
2596,trace,3.6,5.0,287.0
2597,track,5.1,6.0,2328.0
2598,tract,2.7,7.0,158.0
2599,trade,3.0,7.0,31728.0
2600,trail,5.6,7.0,445.0
2601,train,6.3,7.0,1288.0
2602,trait,2.9,3.0,54.0
2603,tram,2.9,5.0,11.0
2604,tramp,4.9,5.0,32.0
2605,trance,4.0,5.0,23.0
2606,trap,4.4,8.0,292.0
2607,trash,6.2,6.0,349.0
2608,tray,5.8,6.0,40.0
2609,tread,3.4,8.0,77.0
2610,treat,4.6,4.0,1125.0
2611,tree,6.8,18.0,640.0
2612,trek,2.9,8.0,122.0
2613,trench,4.9,7.0,43.0
2614,trend,3.1,7.0,3267.0
2615,tribe,5.6,3.0,279.0
2616,trick,3.9,7.0,265.0
2617,trill,2.0,13.0,1.0
2618,trim,4.0,6.0,903.0
2619,trip,4.3,8.0,1909.0
2620,tripe,1.7,8.0,6.0
2621,trite,2.1,6.0,6.0
2622,troll,5.5,9.0,60.0
2623,troop,5.6,7.0,223.0
2624,trot,3.8,6.0,24.0
2625,trough,4.2,6.0,93.0
2626,trounce,2.2,4.0,4.0
2627,troupe,2.8,4.0,112.0
2628,trout,6.3,7.0,108.0
2629,truce,2.3,4.0,334.0
2630,truck,6.9,29.0,2579.0
2631,trudge,2.3,6.0,8.0
2632,trump,2.9,6.0,1926.0
2633,trunk,6.0,8.0,102.0
2634,trust,2.9,3.0,9260.0
2635,try,2.0,2.0,6141.0
2636,tub,6.3,11.0,54.0
2637,tube,5.7,8.0,386.0
2638,tuck,4.1,5.0,55.0
2639,tug,4.3,6.0,142.0
2640,tune,3.5,6.0,504.0
2641,turf,4.9,5.0,407.0
2642,turn,3.9,5.0,6507.0
2643,tusk,5.4,6.0,8.0
2644,tweed,3.6,9.0,54.0
2645,tweet,3.0,4.0,0.0
2646,twice,2.9,12.0,2600.0
2647,twig,6.3,10.0,2.0
2648,twin,5.2,10.0,505.0
2649,twine,4.8,6.0,7.0
2650,twinge,2.8,5.0,8.0
2651,twirl,4.7,7.0,3.0
2652,twist,4.7,4.0,342.0
2653,twit,3.0,10.0,5.0
2654,twitch,4.3,5.0,22.0
2655,tyke,2.7,11.0,1.0
2656,type,4.8,8.0,2458.0
2657,up,3.8,11.0,86354.0
2658,urge,2.5,7.0,614.0
2659,urn,4.7,12.0,9.0
2660,us,2.0,8.0,118556.0
2661,vague,2.8,4.0,539.0
2662,vain,3.4,7.0,149.0
2663,vale,3.7,7.0,16.0
2664,valve,5.0,5.0,229.0
2665,vamp,3.1,13.0,3.0
2666,van,6.3,3.0,2014.0
2667,vane,3.7,8.0,20.0
2668,vase,6.2,13.0,32.0
2669,vast,3.0,8.0,1339.0
2670,vault,5.6,9.0,150.0
2671,veal,4.6,8.0,27.0
2672,veer,2.6,7.0,24.0
2673,veil,5.3,22.0,125.0
2674,vein,5.8,7.0,82.0
2675,vend,3.2,3.0,0.0
2676,vent,5.4,6.0,63.0
2677,verb,3.0,4.0,14.0
2678,verge,2.6,7.0,256.0
2679,verse,3.8,7.0,64.0
2680,vest,6.2,22.0,112.0
2681,vet,6.0,14.0,28.0
2682,vex,1.7,8.0,9.0
2683,vice,2.9,4.0,26699.0
2684,vie,1.5,3.0,214.0
2685,view,3.2,3.0,6577.0
2686,vile,3.3,9.0,26.0
2687,vine,6.7,11.0,38.0
2688,vise,2.5,8.0,19.0
2689,vogue,2.3,7.0,182.0
2690,voice,3.7,6.0,2312.0
2691,void,3.0,2.0,289.0
2692,volt,3.8,6.0,29.0
2693,vote,4.3,5.0,8991.0
2694,vouch,2.3,4.0,17.0
2695,vow,3.3,6.0,144.0
2696,wad,4.0,6.0,43.0
2697,wade,4.5,5.0,172.0
2698,wag,5.0,5.0,25.0
2699,wage,3.6,8.0,3665.0
2700,waif,2.6,12.0,12.0
2701,wail,2.7,6.0,15.0
2702,waist,6.0,6.0,72.0
2703,wait,2.6,3.0,2035.0
2704,waive,2.8,3.0,267.0
2705,wake,3.4,4.0,2069.0
2706,wale,2.8,7.0,0.0
2707,walk,5.2,5.0,1034.0
2708,wall,6.2,13.0,12643.0
2709,waltz,5.1,8.0,32.0
2710,wand,5.6,7.0,17.0
2711,wane,2.2,8.0,82.0
2712,want,2.4,5.0,14241.0
2713,war,5.4,5.0,9400.0
2714,ward,3.0,9.0,1269.0
2715,ware,2.3,5.0,67.0
2716,warm,3.5,7.0,637.0
2717,warn,3.0,6.0,717.0
2718,warp,3.4,6.0,34.0
2719,wart,5.4,8.0,7.0
2720,was,1.4,,99420.5
2721,was,1.4,,99420.5
2722,wash,5.1,5.0,1009.0
2723,wasp,6.5,8.0,40.0
2724,waste,3.8,5.0,3031.0
2725,watch,5.9,3.0,1793.0
2726,watt,3.3,6.0,94.0
2727,wave,5.5,6.0,1634.0
2728,wax,5.6,6.0,110.0
2729,way,2.3,4.0,21286.0
2730,we,2.3,7.0,61693.0
2731,weak,3.3,6.0,3448.0
2732,wealth,4.3,4.0,1079.0
2733,wean,2.8,3.0,74.0
2734,wear,3.3,3.0,910.0
2735,weave,5.1,6.0,41.0
2736,web,6.0,3.0,217.0
2737,wed,4.5,,19.5
2738,wed,4.5,,19.5
2739,wedge,5.1,7.0,123.0
2740,wee,2.0,8.0,81.0
2741,weed,6.5,11.0,126.0
2742,week,3.8,4.0,31909.0
2743,weep,5.0,5.0,25.0
2744,weigh,3.5,4.0,328.0
2745,weird,3.5,5.0,212.0
2746,weld,4.2,5.0,119.0
2747,well,3.3,6.0,26946.0
2748,welsh,2.6,9.0,116.0
2749,welt,3.1,7.0,39.0
2750,wench,3.8,14.0,1.0
2751,went,1.6,7.0,6789.0
2752,wept,4.6,6.0,23.0
2753,were,1.5,7.0,86582.0
2754,west,4.5,6.0,18461.0
2755,wet,5.3,5.0,262.0
2756,whack,3.9,7.0,57.0
2757,whale,6.6,9.0,94.0
2758,wham,3.1,7.0,8.0
2759,wharf,2.6,12.0,96.0
2760,what,1.4,8.0,38782.0
2761,wheat,6.5,16.0,2126.0
2762,wheel,6.5,12.0,652.0
2763,wheeze,3.8,8.0,4.0
2764,whelp,2.9,10.0,0.0
2765,when,1.7,9.0,60840.0
2766,whence,2.1,10.0,18.0
2767,where,1.9,12.0,20122.0
2768,whet,1.9,4.0,16.0
2769,whey,2.7,6.0,2.0
2770,which,1.6,9.0,118913.0
2771,whiff,3.0,8.0,69.0
2772,while,2.0,7.0,35585.0
2773,whim,1.8,4.0,64.0
2774,whine,3.7,4.0,13.0
2775,whip,5.0,5.0,239.0
2776,whirl,4.4,7.0,23.0
2777,whisk,3.9,6.0,13.0
2778,white,6.5,5.0,13667.0
2779,whiz,3.0,6.0,109.0
2780,who,1.5,9.0,90434.0
2781,whole,2.9,5.0,4497.0
2782,whom,2.1,10.0,2987.0
2783,whoop,3.1,5.0,13.0
2784,whore,5.3,13.0,16.0
2785,wick,5.4,7.0,34.0
2786,wide,4.1,8.0,6141.0
2787,width,3.4,6.0,44.0
2788,wield,2.7,4.0,104.0
2789,wife,5.7,12.0,3219.0
2790,wig,6.5,7.0,79.0
2791,wild,4.1,7.0,1022.0
2792,will,2.6,5.0,164389.0
2793,wilt,4.1,6.0,20.0
2794,win,4.0,6.0,5064.0
2795,wince,3.4,7.0,14.0
2796,winch,3.6,7.0,13.0
2797,wind,4.7,6.0,1054.0
2798,wine,6.2,6.0,1446.0
2799,wing,6.1,7.0,1331.0
2800,wink,5.4,6.0,36.0
2801,wipe,5.0,6.0,292.0
2802,wire,6.0,5.0,1208.0
2803,wise,2.9,6.0,476.0
2804,wish,3.0,5.0,1113.0
2805,wisp,3.0,6.0,7.0
2806,wit,2.6,7.0,193.0
2807,witch,6.6,8.0,109.0
2808,with,1.6,8.0,241752.0
2809,wives,6.1,13.0,315.0
2810,woe,2.5,4.0,37.0
2811,woke,3.4,5.0,55.0
2812,wolf,6.7,24.0,732.0
2813,wolves,6.5,25.0,54.0
2814,womb,5.7,8.0,36.0
2815,won,3.2,7.0,6035.0
2816,woo,2.1,5.0,457.0
2817,wood,6.5,7.0,1540.0
2818,wool,5.8,7.0,153.0
2819,word,3.7,8.0,2853.0
2820,work,3.9,4.0,22012.0
2821,world,6.5,2.0,25037.0
2822,worm,6.6,11.0,100.0
2823,worst,2.2,7.0,2399.0
2824,worth,2.3,6.0,5251.0
2825,would,1.6,7.0,118644.0
2826,wove,3.4,7.0,10.0
2827,wrack,2.4,5.0,1.0
2828,wrap,4.6,3.0,193.0
2829,wrath,3.1,6.0,106.0
2830,wreak,3.7,4.0,37.0
2831,wreath,5.4,10.0,27.0
2832,wreathe,4.3,2.0,0.0
2833,wreck,5.1,5.0,104.0
2834,wren,3.1,31.0,9.0
2835,wrench,5.2,6.0,53.0
2836,wretch,2.6,10.0,3.0
2837,wring,3.1,6.0,76.0
2838,wrist,6.4,8.0,97.0
2839,writ,2.1,12.0,46.0
2840,write,4.8,4.0,4525.0
2841,writhe,2.5,5.0,1.0
2842,wrong,2.4,6.0,3195.0
2843,wrote,3.6,5.0,3240.0
2844,wry,1.6,6.0,70.0
2845,yacht,6.2,18.0,212.0
2846,yak,3.8,8.0,9.0
2847,yam,4.8,8.0,35.0
2848,yank,4.0,7.0,48.0
2849,yap,3.0,5.0,7.0
2850,yard,6.2,5.0,439.0
2851,yarn,6.2,9.0,79.0
2852,yawn,5.2,9.0,62.0
2853,yea,2.2,8.0,10.0
2854,year,3.9,4.0,132357.0
2855,yearn,2.9,5.0,34.0
2856,yeast,5.3,6.0,58.0
2857,yell,4.2,4.0,55.0
2858,yelp,3.4,5.0,4.0
2859,yen,2.6,3.0,12226.0
2860,yes,2.3,7.0,1102.0
2861,yet,1.8,10.0,12724.0
2862,yield,4.1,6.0,9951.0
2863,yoke,5.3,7.0,18.0
2864,yolk,5.2,5.0,3.0
2865,yore,1.5,4.0,23.0
2866,you,3.1,9.0,33846.0
2867,young,4.3,5.0,7281.0
2868,youth,4.9,10.0,796.0
2869,yule,2.5,5.0,7.0
2870,zeal,2.1,4.0,203.0
2871,zest,3.2,4.0,47.0
2872,zinc,4.7,7.0,228.0
2873,zip,5.1,6.0,115.0
2874,zone,4.1,5.0,721.0
2875,zoo,6.8,5.0,172.0
2876,zoom,3.5,4.0,38.0
